,skin_agg,gender_agg,skin,gender,skin_group,annId,area,split
177889,"['Unsure', '3', 'Unsure']","['Male', 'Female', 'Female']",Unsure,Unsure,Unsure,2207060,13749,train
104185,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2207051,9326,train
196341,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2207035,8895,train
189378,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,2207032,5963,train
338291,"['1', '2', '2']","['Male', 'Male', 'Unsure']",2,Male,Light,2206989,29721,train
383001,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Female']",Unsure,Unsure,Unsure,2206981,37971,train
488086,"['3', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2206978,17965,train
222674,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2206954,11901,train
46440,"['2', '1', '3']","['Male', 'Male', 'Male']",,Male,Light,2206890,30447,train
235278,"['Unsure', '4', '3']","['Female', 'Male', 'Female']",,Unsure,,2206803,9463,train
368671,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Male', 'Unsure']",Unsure,Unsure,Unsure,2206783,14519,train
451214,"['2', '3', '4']","['Male', 'Male', 'Male']",,Male,Light,2206771,80371,train
270544,"['2', '1']","['Unsure', 'Female']",,,,2206747,10573,train
524507,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2206738,34124,train
243482,"['2', '2', '2']","['Unsure', 'Male', 'Male']",2,Male,Light,2206725,8084,train
458755,"['Unsure', 'Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2206717,6088,val
369685,"['Unsure', '3', '2']","['Unsure', 'Female', 'Female']",,Female,,2206708,42900,train
49682,"['6', '6', '6']","['Female', 'Male', 'Unsure']",6,Unsure,Dark,2206704,95130,train
566543,"['3', '3', '3']","['Female', 'Female', 'Female']",3,Female,Light,2206693,16047,train
201463,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2206675,117321,train
528600,"['2', '3', 'Unsure']","['Female', 'Female', 'Female']",,Female,,2206667,6705,train
230265,"['1', '1', '2']","['Unsure', 'Female', 'Male']",1,Unsure,Light,2206650,9795,train
497838,"['Unsure', '2', 'Unsure']","['Male', 'Unsure', 'Male']",Unsure,Male,Unsure,2206647,12147,train
90125,"['1', '1']","['Unsure', 'Male']",1,,Light,2206561,53220,train
287366,"['2', 'Unsure']","['Male', 'Male']",,Male,,2206559,17584,train
416911,"['2', '2', 'Unsure']","['Male', 'Male', 'Male']",2,Male,Light,2206554,37447,train
383001,"['3', '2']","['Male', 'Male']",,Male,,2206552,28931,train
20175,"['2', 'Unsure', '2']","['Female', 'Female', 'Female']",2,Female,Light,2206547,8009,train
541965,"['2', 'Unsure', '2']","['Female', 'Female', 'Female']",2,Female,Light,2206507,31302,train
225405,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,2206450,21891,val
278749,"['3', 'Unsure', 'Unsure', 'Unsure']","['Male', 'Male', 'Male', 'Male']",Unsure,Male,Unsure,2206443,6197,val
278749,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2206443,6197,val
383838,"['Unsure', '3', 'Unsure']","['Unsure', 'Male', 'Unsure']",Unsure,Unsure,Unsure,2206410,31119,val
394320,"['3', '2', 'Unsure']","['Male', 'Male', 'Unsure']",,Male,,2206401,12475,train
389458,"['1', '1', '2']","['Male', 'Female', 'Female']",1,Unsure,Light,2206388,158820,train
196853,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,2206385,79474,train
230585,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,2206383,5667,train
434897,"['2', '2', '2']","['Male', 'Female', 'Female']",2,Unsure,Light,2206377,6346,train
257629,"['1', '1', '2']","['Female', 'Female', 'Female']",1,Female,Light,2206364,6341,train
122281,"['2', '1']","['Male', 'Unsure']",,,,2206345,18602,train
345356,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,2206344,63903,val
455004,"['3', '2', '5']","['Unsure', 'Male', 'Unsure']",,Unsure,,2206339,8336,train
472282,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2206329,6869,train
389316,"['Unsure', 'Unsure', '2']","['Unsure', 'Male', 'Unsure']",Unsure,Unsure,Unsure,2206326,6000,val
480917,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2206325,43198,train
152598,"['Unsure', '5', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2206322,12502,train
477500,"['4', '5', '4']","['Male', 'Female', 'Unsure']",4,Unsure,Dark,2206303,7629,train
460837,"['Unsure', 'Unsure', 'Unsure']","['Female', 'Unsure', 'Female']",Unsure,Female,Unsure,2206289,16265,train
466901,"['1', '3', '1']","['Male', 'Male', 'Male']",1,Male,Light,2206282,20681,train
121497,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2206274,23569,val
368663,"['2', '2', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,2206265,13234,train
551338,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2206256,13478,train
363673,"['4', '4', '4']","['Female', 'Female', 'Female']",4,Female,Dark,2206254,51567,train
441287,"['3', '4', '4']","['Male', 'Male', 'Male']",4,Male,Dark,2206247,12450,train
486986,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2206246,34531,train
103485,"['Unsure', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,2206244,5881,train
281688,"['3', '3', '2']","['Unsure', 'Unsure', 'Male']",3,Unsure,Light,2206233,27680,train
269311,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,2206208,36839,train
353658,"['1', '2']","['Unsure', 'Male']",,,,2206202,7100,train
161940,"['2', '2', '2']","['Unsure', 'Female', 'Female']",2,Female,Light,2206199,11859,train
374430,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Female']",Unsure,Unsure,Unsure,2206193,21829,train
230015,"['2', '2', '3']","['Male', 'Male', 'Male']",2,Male,Light,2206139,18355,train
497476,"['1', '2', '3']","['Female', 'Female', 'Female']",,Female,Light,2206123,56280,train
46440,"['1', '5', '5']","['Male', 'Male', 'Male']",5,Male,Dark,2206094,45070,train
579240,"['3', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,2206060,6602,train
42507,"['1', '2', '1']","['Unsure', 'Male', 'Male']",1,Male,Light,2206055,9900,train
142564,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,2206048,28289,train
409291,"['1', '2', '1']","['Female', 'Female', 'Female']",1,Female,Light,2206043,68653,train
383384,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Male', 'Unsure']",Unsure,Unsure,Unsure,2206040,8564,val
401197,"['1', '1', 'Unsure']","['Male', 'Male', 'Male']",1,Male,Light,2206024,9936,train
57286,"['2', '3', '2']","['Male', 'Male', 'Male']",2,Male,Light,2206017,7949,train
491017,"['2', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,2205982,58175,train
173083,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2205960,7620,train
263258,"['6', '6', '5']","['Male', 'Male', 'Male']",6,Male,Dark,2205936,8524,train
137130,"['1', '2', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,2205924,76563,train
280612,"['3', '4', '3']","['Male', 'Male', 'Male']",3,Male,Light,2205920,47556,train
22850,"['6', '6', '6']","['Male', 'Male', 'Male']",6,Male,Dark,2205905,43378,train
416478,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2205885,7729,train
349926,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,2205878,9655,train
420357,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,2205874,25738,train
142879,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2205873,19116,train
482590,"['2', '2', '3']","['Female', 'Female', 'Female']",2,Female,Light,2205871,39543,train
455859,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,2205815,6502,train
137577,"['1', '2', '3']","['Male', 'Male', 'Male']",,Male,Light,2205765,9509,train
530631,"['5', '2', '3']","['Male', 'Male', 'Male']",,Male,,2205750,36586,train
256055,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,2205737,12035,train
169539,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2205730,74726,train
527086,"['5', '2', '2']","['Male', 'Male', 'Unsure']",2,Male,Light,2205717,18264,train
194097,"['1', '3', '2']","['Female', 'Female', 'Female']",,Female,Light,2205696,85106,train
28540,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2205686,5751,train
164602,"['2', '2', '3']","['Unsure', 'Unsure', 'Female']",2,Unsure,Light,2205667,50640,val
411561,"['3', '2']","['Female', 'Unsure']",,,,2205654,29762,train
166704,"['2', '1', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,2205603,145118,train
179251,"['2', '1', '1']","['Unsure', 'Male', 'Male']",1,Male,Light,2205594,45968,train
521717,"['3', '5', '1']","['Female', 'Male', 'Male']",,,,2205587,5972,val
399012,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2205586,39165,train
283698,"['Unsure', 'Unsure', '1']","['Male', 'Male', 'Unsure']",Unsure,Male,Unsure,2205585,17302,train
290948,"['2', '1', '4']","['Unsure', 'Female', 'Female']",,Female,,2205572,17172,train
1955,"['4', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,2205566,8894,train
207275,"['2', '2']","['Male', 'Male']",2,Male,Light,2205565,31201,train
248284,"['Unsure', 'Unsure', 'Unsure']","['Male', 'Male', 'Unsure']",Unsure,Male,Unsure,2205539,9334,val
473774,"['1', '4', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",,Unsure,,2205527,69649,train
47624,"['3', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,2205514,15115,train
307342,"['1', 'Unsure', 'Unsure']","['Female', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2205490,6947,train
388453,"['2', '2', 'Unsure']","['Female', 'Female', 'Unsure']",2,Female,Light,2205486,7870,train
524282,"['3', '2', '1']","['Female', 'Female', 'Female']",,Female,Light,2205412,8132,train
434689,"['Unsure', 'Unsure', 'Unsure']","['Female', 'Unsure', 'Female']",Unsure,Female,Unsure,2205385,6582,train
529515,"['4', '3', '4']","['Male', 'Male', 'Male']",4,Male,Dark,2205384,12902,train
128586,"['3', 'Unsure', '5']","['Female', 'Unsure', 'Female']",,Female,,2205359,13731,train
418471,"['4', '2', 'Unsure']","['Female', 'Female', 'Unsure']",,Female,,2205358,15606,train
67315,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2205356,170539,val
399879,"['3', '2', '3']","['Female', 'Female', 'Female']",3,Female,Light,2205338,55490,train
540466,"['1', 'Unsure', '2']","['Unsure', 'Unsure', 'Unsure']",,Unsure,,2205336,21003,val
91949,"['5', '4', '4']","['Male', 'Male', 'Male']",4,Male,Dark,2205328,21580,train
85527,"['Unsure', '2', 'Unsure']","['Unsure', 'Female', 'Unsure']",Unsure,Unsure,Unsure,2205285,8957,train
400238,"['2', '3', '2']","['Male', 'Male', 'Male']",2,Male,Light,2205284,39663,train
318585,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,2205283,35323,train
46048,"['4', '4', '4', 'Unsure']","['Female', 'Female', 'Female', 'Unsure']",4,Female,Dark,2205276,7816,val
362090,"['Unsure', '3', '4']","['Male', 'Unsure', 'Male']",,Male,,2205271,34073,train
420181,"['Unsure', 'Unsure', 'Unsure']","['Female', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2205242,8939,train
573750,"['1', '1', '1']","['Female', 'Female', 'Unsure']",1,Female,Light,2205225,14678,train
487685,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,2205209,24605,train
503202,"['3', 'Unsure', '3']","['Female', 'Unsure', 'Female']",3,Female,Light,2205207,6211,train
442567,"['2', '2']","['Male', 'Male']",2,Male,Light,2205150,24364,train
570381,"['Unsure', '1']","['Unsure', 'Female']",,,,2205149,7208,train
227851,"['Unsure', '2', '3']","['Unsure', 'Male', 'Unsure']",,Unsure,,2205129,17067,train
352703,"['3', '3', '4']","['Female', 'Female', 'Female']",3,Female,Light,2205124,66832,train
461860,"['3', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,2205120,45911,train
543895,"['3', 'Unsure', '2']","['Female', 'Female', 'Female']",,Female,,2205097,6545,train
549797,"['2', '2', '1']","['Female', 'Female', 'Female']",2,Female,Light,2205089,74072,train
391199,"['2', '1']","['Male', 'Male']",,Male,,2205082,64815,train
351504,"['2', 'Unsure']","['Unsure', 'Unsure']",,Unsure,,2205080,10926,train
225963,"['Unsure', '2']","['Female', 'Female']",,Female,,2205072,39469,train
283761,"['2', 'Unsure', '2']","['Female', 'Unsure', 'Female']",2,Female,Light,2205047,53646,train
191314,"['Unsure', '2', '2']","['Unsure', 'Unsure', 'Female']",2,Unsure,Light,2205018,27361,train
548894,"['3', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2204996,7728,train
189376,"['3', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2204983,14482,train
342013,"['3', '4', '5']","['Male', 'Male', 'Unsure']",,Male,Dark,2204961,7953,train
144438,"['Unsure', '4', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2204960,5513,train
246535,"['2', '2', '3']","['Male', 'Male', 'Male']",2,Male,Light,2204936,22682,train
160607,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,2204920,41508,train
310725,"['2', '3', '1']","['Male', 'Male', 'Male']",,Male,Light,2204865,92930,train
256035,"['1', '2', '2']","['Female', 'Male', 'Female']",2,Unsure,Light,2204841,45457,train
20175,"['2', '4', '2']","['Male', 'Male', 'Unsure']",2,Male,Light,2204825,7630,train
158288,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,2204821,24643,train
483476,"['2', '1', '1']","['Unsure', 'Female', 'Female']",1,Female,Light,2204816,52742,train
539555,"['1', '3', '2']","['Male', 'Male', 'Male']",,Male,Light,2204813,86368,train
321798,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2204786,16000,train
225405,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,2204771,30415,val
127270,"['2', '4', '1']","['Female', 'Female', 'Female']",,Female,,2204768,32620,val
244925,"['Unsure', 'Unsure']","['Unsure', 'Unsure']",Unsure,Unsure,Unsure,2204750,178659,train
99798,"['3', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,2204748,27007,train
420697,"['2', 'Unsure', '1']","['Male', 'Male', 'Male']",,Male,,2204740,11116,train
74092,"['1', '2', '2']","['Unsure', 'Female', 'Female']",2,Female,Light,2204720,7830,val
74092,"['3', '3']","['Female', 'Female']",3,Female,Light,2204720,7830,val
527060,"['1', '1', '1']","['Unsure', 'Unsure', 'Unsure']",1,Unsure,Light,2204711,20966,train
12639,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,2204643,19730,val
577858,"['1', 'Unsure', '2']","['Unsure', 'Unsure', 'Unsure']",,Unsure,,2204618,10014,train
189305,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,2204616,46072,train
151159,"['3', '3']","['Male', 'Male']",3,Male,Light,2204614,12452,train
199602,"['1', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,2204595,6557,train
262200,"['1', '2', '2']","['Unsure', 'Male', 'Unsure']",2,Unsure,Light,2204588,28758,train
388974,"['2', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,2204563,76884,train
206613,"['3', '3', 'Unsure']","['Male', 'Unsure', 'Unsure']",3,Unsure,Light,2204529,13967,train
26413,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,2204524,12499,train
225945,"['Unsure', '2', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,2204520,18583,train
414343,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,2204505,18814,train
509520,"['2', '3', '2']","['Male', 'Male', 'Male']",2,Male,Light,2204486,16958,train
482998,"['2', '2', '4']","['Male', 'Male', 'Male']",2,Male,Light,2204450,43189,train
482998,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2204437,6497,train
482998,"['Unsure', '2', 'Unsure']","['Unsure', 'Male', 'Unsure']",Unsure,Unsure,Unsure,2204435,11082,train
482998,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2204431,16830,train
482998,"['3', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2204426,28238,train
482998,"['2', '2']","['Female', 'Female']",2,Female,Light,2204420,36130,train
400538,"['1', 'Unsure', '2']","['Female', 'Unsure', 'Female']",,Female,,2204419,9177,train
550444,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2204395,6443,train
298197,"['2', '3', '1']","['Male', 'Male', 'Male']",,Male,Light,2204002,23214,train
298197,"['1', '1']","['Female', 'Female']",1,Female,Light,2203991,19797,train
525667,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,2203967,6071,train
438862,"['1', '4']","['Male', 'Male']",,Male,,2203958,12104,val
298197,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,2203943,20628,train
72075,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Male', 'Unsure']",Unsure,Unsure,Unsure,2203937,10703,train
438862,"['5', 'Unsure', '3']","['Female', 'Male', 'Male']",,,,2203909,26974,val
552237,"['4', '4', '5']","['Male', 'Male', 'Male']",4,Male,Dark,2203889,7099,train
192701,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2203834,19184,train
268556,"['4', '1']","['Unsure', 'Female']",,,,2203816,23484,train
392878,"['2', '3', '2']","['Female', 'Female', 'Female']",2,Female,Light,2203786,18303,train
525667,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,2203771,32141,train
552237,"['6', '6', '2']","['Male', 'Unsure', 'Male']",6,Male,Dark,2203760,12438,train
331790,"['3', '3', '2']","['Female', 'Female', 'Female']",3,Female,Light,2203748,13046,train
266437,"['3', 'Unsure', '2']","['Male', 'Unsure', 'Unsure']",,Unsure,,2203729,20490,train
413552,"['1', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,2203727,130507,val
413552,"['1', '1', '2']","['Unsure', 'Female', 'Female']",1,Female,Light,2203726,85384,val
243482,"['3', '2', '2']","['Female', 'Female', 'Unsure']",2,Female,Light,2203693,7186,train
540006,"['2', '1']","['Unsure', 'Male']",,,,2198703,35759,train
444386,"['3', '3', '4']","['Male', 'Male', 'Male']",3,Male,Light,2198691,38419,train
365194,"['3', '1', '2']","['Male', 'Male', 'Male']",,Male,Light,2198631,22804,train
248051,"['1', 'Unsure', '2']","['Unsure', 'Male', 'Male']",,Male,,2198620,6263,train
372683,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,2198616,20254,train
160104,"['Unsure', '2', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,2198600,27301,train
580197,"['4', '3', '2']","['Male', 'Male', 'Male']",,Male,Light,2198581,53111,val
558645,"['2', '2', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,2198577,83161,train
303814,"['Unsure', 'Unsure']","['Unsure', 'Unsure']",Unsure,Unsure,Unsure,2198567,8552,train
312795,"['2', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,2198545,34958,train
520264,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2198543,30361,val
346140,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2198535,10791,train
354254,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2198525,158903,train
398537,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2198520,6718,train
365068,"['Unsure', '1', '2']","['Female', 'Female', 'Female']",,Female,,2198516,19883,train
43670,"['2', '3', 'Unsure']","['Male', 'Male', 'Unsure']",,Male,,2198515,10647,train
493219,"['1', '2', '1']","['Male', 'Unsure', 'Male']",1,Male,Light,2198463,10808,train
165522,"['2', '2', '1']","['Female', 'Female', 'Female']",2,Female,Light,2198459,12511,train
251195,"['3', 'Unsure', '3']","['Female', 'Female', 'Female']",3,Female,Light,2198451,138994,train
143107,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2198438,13000,train
580972,"['6', '6', '6']","['Male', 'Male', 'Male']",6,Male,Dark,2198435,14314,train
379784,"['4', '4', '2']","['Male', 'Male', 'Male']",4,Male,Dark,2198424,18383,train
423001,"['Unsure', 'Unsure']","['Unsure', 'Unsure']",Unsure,Unsure,Unsure,2198419,9610,train
311374,"['2', '2', '2']","['Male', 'Female', 'Unsure']",2,Unsure,Light,2198417,82873,train
151704,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,2198410,31819,train
160104,"['2', '1', 'Unsure']","['Female', 'Unsure', 'Unsure']",,Unsure,,2198388,12208,train
230245,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,2198373,122487,train
407056,"['1', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2198366,28889,train
31333,"['3', '2', 'Unsure']","['Unsure', 'Female', 'Unsure']",,Unsure,,2198361,8108,train
227582,"['1', 'Unsure', '2']","['Female', 'Unsure', 'Unsure']",,Unsure,,2198330,153872,train
156651,"['2', '3', '1']","['Male', 'Male', 'Male']",,Male,Light,2198263,151256,train
397351,"['4', '2', '3']","['Male', 'Male', 'Male']",,Male,Light,2198262,28100,val
196007,"['Unsure', '2', 'Unsure']","['Unsure', 'Male', 'Male']",Unsure,Male,Unsure,2198259,7783,train
247285,"['2', '2', '1']","['Unsure', 'Unsure', 'Male']",2,Unsure,Light,2198258,7523,train
314694,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2198255,45556,train
278323,"['6', '6', '6']","['Female', 'Female', 'Female']",6,Female,Dark,2198239,14522,train
266847,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2198223,40824,train
551959,"['2', '1']","['Male', 'Male']",,Male,,2198209,30997,train
411086,"['2', '1', '1']","['Female', 'Male', 'Female']",1,Unsure,Light,2198202,9428,train
477689,"['4', '5', '5']","['Female', 'Female', 'Female']",5,Female,Dark,2198185,139568,val
241551,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2198178,21104,train
505814,"['3', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2198173,8517,train
453001,"['3', '2', '1']","['Female', 'Female', 'Female']",,Female,Light,2198158,14167,val
263223,"['2', '2', '2']","['Unsure', 'Female', 'Unsure']",2,Unsure,Light,2198140,8401,train
209755,"['Unsure', '2', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,2198138,16020,train
